iter	Passed	Remaining
1705	3636	2758
1706	3638	2755
1707	3640	2753
1708	3642	2751
1709	3644	2749
1710	3646	2746
1711	3648	2744
1712	3650	2742
1713	3652	2740
1714	3654	2738
1715	3656	2736
1716	3658	2733
1717	3660	2731
1718	3662	2729
1719	3664	2727
1720	3666	2725
1721	3668	2722
1722	3670	2720
1723	3672	2718
1724	3674	2715
1725	3676	2713
1726	3678	2711
1727	3680	2709
1728	3682	2707
1729	3684	2704
1730	3686	2702
1731	3688	2700
1732	3690	2697
1733	3692	2695
1734	3693	2693
1735	3695	2690
1736	3697	2688
1737	3699	2686
1738	3701	2683
1739	3702	2681
1740	3704	2679
1741	3706	2676
1742	3708	2674
1743	3710	2671
1744	3715	2672
1745	3722	2673
1746	3729	2675
1747	3733	2673
1748	3738	2674
1749	3744	2674
1750	3750	2675
1751	3758	2677
1752	3763	2677
1753	3768	2676
1754	3772	2676
1755	3775	2674
1756	3779	2673
1757	3782	2672
1758	3785	2670
1759	3788	2669
1760	3790	2666
1761	3792	2664
1762	3794	2662
1763	3796	2659
1764	3798	2657
1765	3800	2655
1766	3802	2653
1767	3804	2651
1768	3806	2649
1769	3809	2647
1770	3811	2644
1771	3813	2642
1772	3815	2640
1773	3817	2638
1774	3819	2636
1775	3821	2633
1776	3823	2631
1777	3825	2628
1778	3827	2626
1779	3829	2624
1780	3831	2622
1781	3834	2620
1782	3836	2618
1783	3838	2616
1784	3841	2614
1785	3844	2613
1786	3846	2611
1787	3848	2608
1788	3852	2607
1789	3855	2606
1790	3859	2605
1791	3861	2603
1792	3864	2601
1793	3866	2599
1794	3869	2597
1795	3871	2595
1796	3873	2593
1797	3876	2591
1798	3881	2591
1799	3883	2589
1800	3886	2587
1801	3889	2586
1802	3892	2584
1803	3895	2582
1804	3898	2580
1805	3900	2578
1806	3902	2576
1807	3906	2575
1808	3909	2574
1809	3913	2572
1810	3917	2572
1811	3920	2570
1812	3923	2568
1813	3925	2566
1814	3927	2564
1815	3930	2562
1816	3932	2560
1817	3934	2557
1818	3936	2555
1819	3940	2554
1820	3942	2552
1821	3944	2550
1822	3946	2548
1823	3949	2546
1824	3951	2543
1825	3953	2541
1826	3955	2539
1827	3957	2537
1828	3959	2535
1829	3962	2533
1830	3964	2530
1831	3966	2528
1832	3968	2526
1833	3970	2524
1834	3972	2522
1835	3974	2519
1836	3977	2518
1837	3979	2515
1838	3981	2513
1839	3983	2511
1840	3985	2509
1841	3988	2507
1842	3990	2505
1843	3993	2503
1844	3995	2501
1845	3998	2499
1846	4000	2497
1847	4002	2494
1848	4004	2493
1849	4006	2490
1850	4008	2488
1851	4010	2486
1852	4012	2483
1853	4014	2481
1854	4016	2478
1855	4017	2476
1856	4019	2473
1857	4021	2471
1858	4023	2469
1859	4025	2467
1860	4026	2464
1861	4028	2462
1862	4030	2459
1863	4031	2457
1864	4033	2454
1865	4035	2452
1866	4037	2449
1867	4038	2447
1868	4040	2445
1869	4042	2442
1870	4043	2440
1871	4045	2437
1872	4047	2435
1873	4049	2432
1874	4050	2430
1875	4052	2428
1876	4054	2425
1877	4056	2423
1878	4057	2420
1879	4059	2418
1880	4061	2416
1881	4063	2413
1882	4064	2411
1883	4066	2408
1884	4068	2406
1885	4070	2404
1886	4071	2401
1887	4073	2399
1888	4075	2397
1889	4077	2394
1890	4079	2392
1891	4080	2389
1892	4082	2387
1893	4084	2384
1894	4085	2382
1895	4087	2380
1896	4089	2378
1897	4091	2375
1898	4093	2373
1899	4095	2371
1900	4097	2368
1901	4099	2366
1902	4101	2364
1903	4102	2361
1904	4104	2359
1905	4106	2356
1906	4107	2354
1907	4109	2352
1908	4111	2349
1909	4113	2347
1910	4114	2344
1911	4117	2342
1912	4119	2340
1913	4121	2338
1914	4123	2336
1915	4125	2334
1916	4127	2331
1917	4129	2329
1918	4130	2327
1919	4132	2324
1920	4134	2322
1921	4136	2320
1922	4138	2317
1923	4141	2316
1924	4143	2313
1925	4145	2311
1926	4146	2309
1927	4148	2306
1928	4150	2304
1929	4151	2301
1930	4153	2299
1931	4155	2297
1932	4157	2294
1933	4158	2292
1934	4160	2290
1935	4162	2287
1936	4165	2286
1937	4167	2283
1938	4169	2281
1939	4171	2279
1940	4172	2276
1941	4174	2274
1942	4176	2271
1943	4178	2269
1944	4179	2267
1945	4181	2264
1946	4183	2262
1947	4184	2259
1948	4186	2257
1949	4188	2255
1950	4190	2252
1951	4191	2250
1952	4193	2248
1953	4195	2245
1954	4197	2243
1955	4198	2241
1956	4200	2238
1957	4202	2236
1958	4203	2233
1959	4205	2231
1960	4207	2229
1961	4208	2226
1962	4210	2224
1963	4212	2221
1964	4213	2219
1965	4215	2217
1966	4217	2214
1967	4218	2212
1968	4220	2210
1969	4222	2207
1970	4224	2205
1971	4225	2202
1972	4227	2200
1973	4229	2198
1974	4230	2195
1975	4232	2193
1976	4234	2191
1977	4235	2188
1978	4237	2186
1979	4239	2183
1980	4240	2181
1981	4242	2179
1982	4244	2176
1983	4246	2174
1984	4247	2171
1985	4249	2169
1986	4251	2167
1987	4252	2164
1988	4254	2162
1989	4256	2160
1990	4257	2157
1991	4259	2155
1992	4261	2153
1993	4263	2150
1994	4264	2148
1995	4266	2145
1996	4268	2143
1997	4270	2141
1998	4271	2139
1999	4273	2136
2000	4275	2134
2001	4276	2132
2002	4278	2129
2003	4280	2127
2004	4282	2125
2005	4284	2123
2006	4286	2120
2007	4288	2118
2008	4290	2116
2009	4292	2114
2010	4294	2111
2011	4295	2109
2012	4297	2107
2013	4299	2104
2014	4301	2102
2015	4302	2100
2016	4304	2097
2017	4306	2095
2018	4307	2093
2019	4309	2090
2020	4311	2088
2021	4313	2086
2022	4314	2083
2023	4316	2081
2024	4318	2079
2025	4319	2076
2026	4321	2074
2027	4323	2072
2028	4325	2069
2029	4326	2067
2030	4328	2065
2031	4330	2062
2032	4332	2060
2033	4333	2058
2034	4335	2055
2035	4337	2053
2036	4338	2051
2037	4340	2048
2038	4342	2046
2039	4344	2044
2040	4345	2041
2041	4347	2039
2042	4349	2037
2043	4350	2034
2044	4352	2032
2045	4354	2030
2046	4355	2027
2047	4357	2025
2048	4359	2023
2049	4361	2021
2050	4362	2018
2051	4364	2016
2052	4366	2014
2053	4368	2011
2054	4369	2009
2055	4371	2007
2056	4373	2004
2057	4375	2002
2058	4376	2000
2059	4379	1998
2060	4382	1996
2061	4385	1994
2062	4387	1992
2063	4390	1990
2064	4392	1989
2065	4395	1987
2066	4398	1985
2067	4401	1983
2068	4402	1981
2069	4405	1979
2070	4407	1977
2071	4409	1974
2072	4411	1972
2073	4413	1970
2074	4415	1968
2075	4418	1966
2076	4420	1964
2077	4422	1962
2078	4424	1960
2079	4427	1958
2080	4429	1956
2081	4431	1953
2082	4433	1951
2083	4437	1950
2084	4441	1948
2085	4443	1947
2086	4446	1945
2087	4448	1943
2088	4450	1940
2089	4452	1938
2090	4454	1936
2091	4456	1934
2092	4458	1931
2093	4459	1929
2094	4461	1927
2095	4463	1924
2096	4464	1922
2097	4466	1920
2098	4468	1918
2099	4469	1915
2100	4471	1913
2101	4473	1911
2102	4476	1909
2103	4478	1907
2104	4480	1904
2105	4482	1902
2106	4484	1900
2107	4486	1898
2108	4488	1896
2109	4489	1893
2110	4491	1891
2111	4493	1889
2112	4495	1887
2113	4497	1884
2114	4499	1882
2115	4502	1880
2116	4504	1878
2117	4506	1876
2118	4508	1874
2119	4510	1872
2120	4512	1870
2121	4515	1868
2122	4517	1866
2123	4519	1864
2124	4521	1861
2125	4523	1859
2126	4525	1857
2127	4527	1855
2128	4529	1853
2129	4531	1850
2130	4533	1848
2131	4535	1846
2132	4537	1844
2133	4539	1842
2134	4541	1840
2135	4543	1837
2136	4545	1835
2137	4547	1833
2138	4550	1831
2139	4552	1829
2140	4555	1827
2141	4557	1825
2142	4558	1823
2143	4560	1820
2144	4561	1818
2145	4563	1816
2146	4565	1813
2147	4566	1811
2148	4568	1809
2149	4570	1806
2150	4572	1804
2151	4574	1802
2152	4576	1800
2153	4578	1798
2154	4581	1796
2155	4583	1794
2156	4585	1792
2157	4588	1790
2158	4591	1788
2159	4594	1786
2160	4598	1785
2161	4601	1783
2162	4603	1781
2163	4606	1779
2164	4609	1777
2165	4612	1775
2166	4615	1774
2167	4618	1772
2168	4621	1770
2169	4623	1768
2170	4626	1766
2171	4629	1764
2172	4632	1762
2173	4635	1761
2174	4637	1759
2175	4640	1757
2176	4643	1755
2177	4646	1753
2178	4649	1751
2179	4652	1749
2180	4654	1747
2181	4658	1746
2182	4661	1744
2183	4663	1742
2184	4666	1740
2185	4669	1738
2186	4672	1736
2187	4674	1734
2188	4677	1732
2189	4679	1730
2190	4681	1728
2191	4683	1726
2192	4685	1724
2193	4687	1722
2194	4689	1719
2195	4691	1717
2196	4693	1715
2197	4695	1713
2198	4697	1711
2199	4699	1709
2200	4701	1706
2201	4703	1704
2202	4705	1702
2203	4707	1700
2204	4709	1698
2205	4711	1695
2206	4713	1693
2207	4716	1691
2208	4718	1689
2209	4720	1687
2210	4721	1685
2211	4723	1682
2212	4725	1680
2213	4727	1678
2214	4729	1676
2215	4731	1674
2216	4733	1671
2217	4735	1669
2218	4737	1667
2219	4739	1665
2220	4741	1663
2221	4743	1660
2222	4745	1658
2223	4747	1656
2224	4749	1654
2225	4751	1652
2226	4753	1649
2227	4755	1647
2228	4757	1645
2229	4759	1643
2230	4761	1641
2231	4763	1639
2232	4765	1636
2233	4767	1634
2234	4769	1632
2235	4771	1630
2236	4773	1628
2237	4775	1625
2238	4776	1623
2239	4778	1621
2240	4780	1619
2241	4782	1616
2242	4784	1614
2243	4785	1612
2244	4787	1610
2245	4789	1607
2246	4790	1605
2247	4792	1603
2248	4794	1601
2249	4796	1598
2250	4798	1596
2251	4799	1594
2252	4801	1592
2253	4803	1589
2254	4805	1587
2255	4806	1585
2256	4808	1582
2257	4810	1580
2258	4811	1578
2259	4813	1576
2260	4815	1573
2261	4817	1571
2262	4818	1569
2263	4820	1567
2264	4822	1564
2265	4824	1562
2266	4825	1560
2267	4827	1558
2268	4829	1555
2269	4831	1553
2270	4832	1551
2271	4834	1549
2272	4836	1546
2273	4838	1544
2274	4839	1542
2275	4841	1540
2276	4843	1537
2277	4845	1535
2278	4846	1533
2279	4848	1531
2280	4850	1528
2281	4852	1526
2282	4853	1524
2283	4855	1522
2284	4857	1520
2285	4859	1517
2286	4861	1515
2287	4863	1513
2288	4865	1511
2289	4867	1509
2290	4869	1506
2291	4870	1504
2292	4872	1502
2293	4874	1500
2294	4876	1497
2295	4878	1495
2296	4879	1493
2297	4881	1491
2298	4883	1488
2299	4884	1486
2300	4886	1484
2301	4888	1482
2302	4890	1479
2303	4891	1477
2304	4893	1475
2305	4895	1473
2306	4896	1470
2307	4898	1468
2308	4900	1466
2309	4902	1464
2310	4903	1462
2311	4905	1459
2312	4907	1457
2313	4909	1455
2314	4910	1453
2315	4912	1450
2316	4914	1448
2317	4915	1446
2318	4917	1444
2319	4919	1441
2320	4921	1439
2321	4923	1437
2322	4924	1435
2323	4926	1433
2324	4928	1430
2325	4930	1428
2326	4931	1426
2327	4933	1424
2328	4935	1421
2329	4937	1419
2330	4938	1417
2331	4940	1415
2332	4942	1413
2333	4944	1410
2334	4945	1408
2335	4947	1406
2336	4949	1404
2337	4951	1401
2338	4952	1399
2339	4954	1397
2340	4956	1395
2341	4958	1393
2342	4959	1390
2343	4961	1388
2344	4963	1386
2345	4965	1384
2346	4967	1381
2347	4968	1379
2348	4970	1377
2349	4972	1375
2350	4973	1373
2351	4975	1370
2352	4977	1368
2353	4979	1366
2354	4980	1364
2355	4982	1361
2356	4984	1359
2357	4986	1357
2358	4987	1355
2359	4989	1353
2360	4991	1350
2361	4993	1348
2362	4994	1346
2363	4996	1344
2364	4998	1341
2365	4999	1339
2366	5001	1337
2367	5003	1335
2368	5005	1333
2369	5006	1330
2370	5009	1328
2371	5011	1326
2372	5012	1324
2373	5014	1322
2374	5016	1320
2375	5017	1317
2376	5019	1315
2377	5021	1313
2378	5023	1311
2379	5024	1309
2380	5026	1306
2381	5028	1304
2382	5030	1302
2383	5032	1300
2384	5034	1298
2385	5036	1296
2386	5038	1293
2387	5040	1291
2388	5042	1289
2389	5044	1287
2390	5049	1286
2391	5053	1284
2392	5056	1282
2393	5059	1280
2394	5060	1278
2395	5062	1276
2396	5065	1274
2397	5066	1272
2398	5068	1269
2399	5070	1267
2400	5072	1265
2401	5074	1263
2402	5076	1261
2403	5078	1259
2404	5080	1256
2405	5082	1254
2406	5085	1252
2407	5087	1250
2408	5089	1248
2409	5091	1246
2410	5093	1244
2411	5095	1242
2412	5097	1239
2413	5098	1237
2414	5100	1235
2415	5102	1233
2416	5103	1231
2417	5105	1228
2418	5107	1226
2419	5108	1224
2420	5110	1222
2421	5112	1220
2422	5114	1217
2423	5115	1215
2424	5117	1213
2425	5118	1211
2426	5120	1208
2427	5122	1206
2428	5124	1204
2429	5125	1202
2430	5127	1200
2431	5129	1197
2432	5130	1195
2433	5132	1193
2434	5134	1191
2435	5136	1189
2436	5137	1186
2437	5139	1184
2438	5141	1182
2439	5143	1180
2440	5145	1178
2441	5147	1176
2442	5149	1174
2443	5151	1171
2444	5153	1169
2445	5155	1167
2446	5156	1165
2447	5158	1163
2448	5160	1161
2449	5162	1158
2450	5164	1156
2451	5166	1154
2452	5167	1152
2453	5170	1150
2454	5171	1148
2455	5173	1145
2456	5175	1143
2457	5177	1141
2458	5179	1139
2459	5180	1137
2460	5182	1135
2461	5184	1132
2462	5186	1130
2463	5188	1128
2464	5190	1126
2465	5192	1124
2466	5193	1122
2467	5195	1119
2468	5197	1117
2469	5199	1115
2470	5202	1113
2471	5205	1111
2472	5207	1109
2473	5209	1107
2474	5211	1105
2475	5213	1103
2476	5215	1101
2477	5217	1099
2478	5219	1096
2479	5221	1094
2480	5223	1092
2481	5225	1090
2482	5226	1088
2483	5228	1086
2484	5230	1084
2485	5232	1081
2486	5235	1079
2487	5237	1077
2488	5239	1075
2489	5241	1073
2490	5243	1071
2491	5245	1069
2492	5247	1067
2493	5249	1064
2494	5250	1062
2495	5252	1060
2496	5254	1058
2497	5256	1056
2498	5257	1054
2499	5259	1051
2500	5261	1049
2501	5263	1047
2502	5265	1045
2503	5266	1043
2504	5268	1041
2505	5270	1038
2506	5271	1036
2507	5273	1034
2508	5275	1032
2509	5277	1030
2510	5278	1027
2511	5280	1025
2512	5282	1023
2513	5284	1021
2514	5285	1019
2515	5287	1017
2516	5289	1014
2517	5290	1012
2518	5292	1010
2519	5294	1008
2520	5295	1006
2521	5297	1004
2522	5299	1001
2523	5301	999
2524	5302	997
2525	5304	995
2526	5307	993
2527	5309	991
2528	5311	989
2529	5313	987
2530	5315	984
2531	5317	982
2532	5319	980
2533	5321	978
2534	5323	976
2535	5325	974
2536	5327	972
2537	5328	970
2538	5330	967
2539	5332	965
2540	5334	963
2541	5335	961
2542	5337	959
2543	5339	957
2544	5342	955
2545	5344	952
2546	5345	950
2547	5347	948
2548	5349	946
2549	5351	944
2550	5352	942
2551	5354	940
2552	5356	937
2553	5358	935
2554	5360	933
2555	5361	931
2556	5364	929
2557	5366	927
2558	5368	925
2559	5371	923
2560	5373	921
2561	5375	918
2562	5377	916
2563	5379	914
2564	5381	912
2565	5383	910
2566	5385	908
2567	5387	906
2568	5389	904
2569	5391	902
2570	5393	899
2571	5395	897
2572	5397	895
2573	5399	893
2574	5401	891
2575	5403	889
2576	5406	887
2577	5407	885
2578	5410	883
2579	5412	881
2580	5414	878
2581	5416	876
2582	5421	875
2583	5424	873
2584	5429	871
2585	5432	869
2586	5433	867
2587	5436	865
2588	5438	863
2589	5440	861
2590	5441	859
2591	5444	856
2592	5446	854
2593	5447	852
2594	5449	850
2595	5451	848
2596	5453	846
2597	5455	844
2598	5456	841
2599	5458	839
2600	5460	837
2601	5461	835
2602	5463	833
2603	5465	831
2604	5467	828
2605	5468	826
2606	5470	824
2607	5472	822
2608	5474	820
2609	5476	818
2610	5478	816
2611	5480	814
2612	5482	812
2613	5484	809
2614	5486	807
2615	5488	805
2616	5490	803
2617	5493	801
2618	5494	799
2619	5497	797
2620	5498	795
2621	5500	793
2622	5502	790
2623	5504	788
2624	5506	786
2625	5509	784
2626	5511	782
2627	5513	780
2628	5516	778
2629	5518	776
2630	5520	774
2631	5523	772
2632	5525	770
2633	5528	768
2634	5530	766
2635	5533	764
2636	5535	762
2637	5540	760
2638	5542	758
2639	5545	756
2640	5548	754
2641	5550	752
2642	5552	749
2643	5554	747
2644	5556	745
2645	5558	743
2646	5561	741
2647	5563	739
2648	5565	737
2649	5567	735
2650	5570	733
2651	5572	731
2652	5574	729
2653	5576	727
2654	5579	724
2655	5581	722
2656	5583	720
2657	5585	718
2658	5587	716
2659	5589	714
2660	5592	712
2661	5594	710
2662	5597	708
2663	5599	706
2664	5601	704
2665	5604	702
2666	5607	700
2667	5610	698
2668	5613	696
2669	5616	694
2670	5618	692
2671	5621	690
2672	5623	687
2673	5626	685
2674	5628	683
2675	5631	681
2676	5633	679
2677	5636	677
2678	5638	675
2679	5642	673
2680	5644	671
2681	5648	669
2682	5651	667
2683	5654	665
2684	5656	663
2685	5659	661
2686	5662	659
2687	5664	657
2688	5667	655
2689	5670	653
2690	5672	651
2691	5674	649
2692	5677	647
2693	5680	645
2694	5682	643
2695	5684	641
2696	5687	638
2697	5689	636
2698	5692	634
2699	5694	632
2700	5697	630
2701	5699	628
2702	5701	626
2703	5704	624
2704	5707	622
2705	5709	620
2706	5712	618
2707	5715	616
2708	5719	614
2709	5721	612
2710	5724	610
2711	5726	608
2712	5729	606
2713	5732	604
2714	5735	602
2715	5739	600
2716	5741	598
2717	5744	596
2718	5746	593
2719	5749	591
2720	5752	589
2721	5754	587
2722	5757	585
2723	5759	583
2724	5762	581
2725	5764	579
2726	5767	577
2727	5769	575
2728	5772	573
2729	5774	571
2730	5776	569
2731	5779	566
2732	5781	564
2733	5784	562
2734	5786	560
2735	5789	558
2736	5791	556
2737	5794	554
2738	5797	552
2739	5800	550
2740	5804	548
2741	5807	546
2742	5809	544
2743	5811	542
2744	5814	540
2745	5816	538
2746	5818	535
2747	5821	533
2748	5824	531
2749	5827	529
2750	5829	527
2751	5831	525
2752	5834	523
2753	5836	521
2754	5838	519
2755	5841	517
2756	5843	515
2757	5846	512
2758	5848	510
2759	5850	508
2760	5853	506
2761	5855	504
2762	5857	502
2763	5860	500
2764	5862	498
2765	5865	496
2766	5867	494
2767	5870	492
2768	5873	490
2769	5876	487
2770	5878	485
2771	5881	483
2772	5883	481
2773	5886	479
2774	5888	477
2775	5891	475
2776	5893	473
2777	5896	471
2778	5898	469
2779	5900	466
2780	5902	464
2781	5905	462
2782	5907	460
2783	5910	458
2784	5912	456
2785	5914	454
2786	5917	452
2787	5919	450
2788	5922	448
2789	5924	445
2790	5926	443
2791	5928	441
2792	5931	439
2793	5934	437
2794	5937	435
2795	5939	433
2796	5942	431
2797	5944	429
2798	5947	427
2799	5949	424
2800	5952	422
2801	5954	420
2802	5956	418
2803	5958	416
2804	5961	414
2805	5964	412
2806	5966	410
2807	5969	408
2808	5971	406
2809	5973	403
2810	5976	401
2811	5978	399
2812	5981	397
2813	5983	395
2814	5986	393
2815	5988	391
2816	5990	389
2817	5992	387
2818	5995	384
2819	5997	382
2820	5999	380
2821	6002	378
2822	6004	376
2823	6007	374
2824	6009	372
2825	6012	370
2826	6013	368
2827	6016	365
2828	6018	363
2829	6020	361
2830	6022	359
2831	6025	357
2832	6027	355
2833	6030	353
2834	6032	351
2835	6034	348
2836	6037	346
2837	6039	344
2838	6042	342
2839	6044	340
2840	6047	338
2841	6049	336
2842	6051	334
2843	6055	332
2844	6057	330
2845	6060	327
2846	6063	325
2847	6065	323
2848	6067	321
2849	6070	319
2850	6072	317
2851	6075	315
2852	6077	313
2853	6080	311
2854	6083	308
2855	6085	306
2856	6088	304
2857	6090	302
2858	6093	300
2859	6096	298
2860	6098	296
2861	6101	294
2862	6103	292
2863	6105	289
2864	6108	287
2865	6110	285
2866	6113	283
2867	6116	281
2868	6118	279
2869	6120	277
2870	6123	275
2871	6126	273
2872	6128	270
2873	6130	268
2874	6133	266
2875	6136	264
2876	6138	262
2877	6140	260
2878	6143	258
2879	6147	256
2880	6149	254
2881	6151	251
2882	6154	249
2883	6157	247
2884	6160	245
2885	6162	243
2886	6164	241
2887	6167	239
2888	6169	237
2889	6172	234
2890	6175	232
2891	6177	230
2892	6179	228
2893	6184	226
2894	6188	224
2895	6191	222
2896	6194	220
2897	6197	218
2898	6200	216
2899	6202	213
2900	6204	211
2901	6207	209
2902	6210	207
2903	6215	205
2904	6219	203
2905	6224	201
2906	6228	199
2907	6231	197
2908	6234	195
2909	6236	192
2910	6242	190
2911	6248	188
2912	6250	186
2913	6255	184
2914	6259	182
2915	6261	180
2916	6263	178
2917	6266	176
2918	6268	173
2919	6270	171
2920	6272	169
2921	6275	167
2922	6277	165
2923	6279	163
2924	6281	161
2925	6283	158
2926	6285	156
2927	6287	154
2928	6289	152
2929	6291	150
2930	6294	148
2931	6296	146
2932	6298	143
2933	6301	141
2934	6303	139
2935	6306	137
2936	6308	135
2937	6310	133
2938	6313	131
2939	6314	128
2940	6316	126
2941	6318	124
2942	6320	122
2943	6322	120
2944	6324	118
2945	6326	115
2946	6329	113
2947	6331	111
2948	6333	109
2949	6336	107
2950	6338	105
2951	6341	103
2952	6343	100
2953	6346	98
2954	6348	96
2955	6351	94
2956	6354	92
2957	6356	90
2958	6359	88
2959	6362	85
2960	6365	83
2961	6367	81
2962	6370	79
2963	6372	77
2964	6375	75
2965	6378	73
2966	6380	70
2967	6383	68
2968	6385	66
2969	6388	64
2970	6390	62
2971	6392	60
2972	6394	58
2973	6397	55
2974	6399	53
2975	6401	51
2976	6403	49
2977	6405	47
2978	6407	45
2979	6410	43
2980	6412	40
2981	6414	38
2982	6416	36
2983	6418	34
2984	6420	32
2985	6422	30
2986	6424	27
2987	6427	25
2988	6429	23
2989	6431	21
2990	6433	19
2991	6436	17
2992	6439	15
2993	6441	12
2994	6443	10
2995	6446	8
2996	6448	6
2997	6450	4
2998	6452	2
2999	6454	0
