iter	RMSE
1504	0.07557899481
1505	0.07556720815
1506	0.07555054175
1507	0.07554070018
1508	0.07551882049
1509	0.07549990443
1510	0.07547055796
1511	0.07544720177
1512	0.07543700713
1513	0.0754029863
1514	0.07537424669
1515	0.07534713139
1516	0.07532589052
1517	0.07530583756
1518	0.07529431698
1519	0.07527490721
1520	0.07526777022
1521	0.07525035037
1522	0.07522755616
1523	0.07520745203
1524	0.07519024373
1525	0.07517570635
1526	0.07515244696
1527	0.07513687108
1528	0.07512443109
1529	0.07511103179
1530	0.07508751274
1531	0.07507808277
1532	0.0750594365
1533	0.07504736899
1534	0.07502095724
1535	0.07498463588
1536	0.07497045772
1537	0.07494261752
1538	0.07491719857
1539	0.07488232671
1540	0.07486142832
1541	0.07483858392
1542	0.07480610113
1543	0.07479246738
1544	0.0747758978
1545	0.0747483951
1546	0.07472343353
1547	0.07469000819
1548	0.0746636229
1549	0.07463412324
1550	0.07462310369
1551	0.07459969787
1552	0.07457878504
1553	0.07455610233
1554	0.07454500775
1555	0.07451594567
1556	0.07450268852
1557	0.07448132356
1558	0.07444834321
1559	0.07442914935
1560	0.07440723036
1561	0.07438074926
1562	0.07437082648
1563	0.07433631152
1564	0.07430979026
1565	0.07428870092
1566	0.07427340422
1567	0.07425316591
1568	0.07422290998
1569	0.07420308774
1570	0.07418685036
1571	0.07417817638
1572	0.07415736531
1573	0.07414369836
1574	0.07412583344
1575	0.0741163439
1576	0.07409890482
1577	0.07408188982
1578	0.07405771935
1579	0.07403389423
1580	0.07401765014
1581	0.07398454732
1582	0.07396338021
1583	0.07394264919
1584	0.07392944909
1585	0.07391775627
1586	0.07389410202
1587	0.07389198042
1588	0.07386422131
1589	0.07384194041
1590	0.07381749435
1591	0.07380493322
1592	0.07379080068
1593	0.07376464752
1594	0.07373871521
1595	0.0737177332
1596	0.07369842099
1597	0.0736671808
1598	0.07363927981
1599	0.07362311725
1600	0.07359302994
1601	0.07356789366
1602	0.0735490364
1603	0.07353991607
1604	0.07350953486
1605	0.07348824327
1606	0.07346331466
1607	0.07343650662
1608	0.07340709457
1609	0.07338399886
1610	0.07335308021
1611	0.07333010633
1612	0.07331948754
1613	0.07329960267
1614	0.07326179668
1615	0.07322526561
1616	0.07320125436
1617	0.07317435557
1618	0.07316459915
1619	0.07314553073
1620	0.07312916716
1621	0.07311244372
1622	0.07309341347
1623	0.07307140756
1624	0.07304612657
1625	0.07302657443
1626	0.07300591218
1627	0.07298952713
1628	0.07296577549
1629	0.0729548416
1630	0.07294262947
1631	0.07293229187
1632	0.07290183578
1633	0.07287708732
1634	0.07285239565
1635	0.07283770438
1636	0.07282691843
1637	0.07280184585
1638	0.07277679609
1639	0.07276372436
1640	0.07274157309
1641	0.07272308213
1642	0.07269029955
1643	0.07266272739
1644	0.07263891649
1645	0.07261432391
1646	0.0725955374
1647	0.07258020351
1648	0.0725528569
1649	0.07254289545
1650	0.07251700102
1651	0.0724955598
1652	0.07247826306
1653	0.07245590621
1654	0.07241977332
1655	0.0723936372
1656	0.07238528345
1657	0.07236311781
1658	0.07234203601
1659	0.07231359495
1660	0.07228945346
1661	0.07226897497
1662	0.07224734124
1663	0.07221897988
1664	0.07220207559
1665	0.07216970555
1666	0.07214815935
1667	0.07212624882
1668	0.07209708634
1669	0.07206560316
1670	0.07204577543
1671	0.07201660954
1672	0.07199517584
1673	0.07197409054
1674	0.07196634196
1675	0.07195546297
1676	0.07194641648
1677	0.07193701233
1678	0.07190277374
1679	0.07187801413
1680	0.07186438098
1681	0.0718457216
1682	0.07182185044
1683	0.07178579601
1684	0.07176145574
1685	0.07173856325
1686	0.07171736879
1687	0.07170913823
1688	0.07169371687
1689	0.07168480937
1690	0.07166667565
1691	0.07163525314
1692	0.07161225383
1693	0.0715993465
1694	0.07158468816
1695	0.07156456606
1696	0.0715453214
1697	0.07152122309
1698	0.07149941759
1699	0.07147054268
1700	0.07144191654
1701	0.07141609823
1702	0.07139806919
1703	0.0713788116
1704	0.07136013994
1705	0.07132562772
1706	0.07131423602
1707	0.07129485479
1708	0.0712826881
1709	0.0712588276
1710	0.07123455404
1711	0.07120738127
1712	0.07119335616
1713	0.07116520136
1714	0.07115165149
1715	0.07113390782
1716	0.0711238872
1717	0.07110248625
1718	0.0710798737
1719	0.07104956718
1720	0.07103119596
1721	0.07100986635
1722	0.07098951214
1723	0.07097028616
1724	0.0709511553
1725	0.07092832481
1726	0.07091182753
1727	0.07089050844
1728	0.07086059045
1729	0.07085200305
1730	0.07084162869
1731	0.07081052381
1732	0.07078852935
1733	0.07076250545
1734	0.07073976209
1735	0.07070705458
1736	0.07069068465
1737	0.07066073582
1738	0.07064603361
1739	0.07061574043
1740	0.0705883816
1741	0.07058117207
1742	0.07054852135
1743	0.07052901997
1744	0.07050308443
1745	0.07048516217
1746	0.07046181881
1747	0.07044626639
1748	0.07042854053
1749	0.07041331256
1750	0.07038174255
1751	0.07036255264
1752	0.07035192018
1753	0.07033709102
1754	0.07031548201
1755	0.07030134751
1756	0.07027218047
1757	0.07024519171
1758	0.07022721386
1759	0.07020496198
1760	0.07018265303
1761	0.07017097835
1762	0.07013778826
1763	0.07011177447
1764	0.07008414833
1765	0.07006264878
1766	0.07004294578
1767	0.0700245028
1768	0.06999668395
1769	0.06996702271
1770	0.0699487422
1771	0.06993228216
1772	0.06990273843
1773	0.06989643482
1774	0.06987641265
1775	0.06983757232
1776	0.06980756587
1777	0.06978951825
1778	0.06976215574
1779	0.06973907067
1780	0.06971780807
1781	0.0696917191
1782	0.06966636143
1783	0.06964839748
1784	0.06962616112
1785	0.06961319781
1786	0.06959774842
1787	0.06956663443
1788	0.06955093792
1789	0.0695301241
1790	0.06951810059
1791	0.06949863168
1792	0.06947938513
1793	0.06946486575
1794	0.06943995209
1795	0.06942838904
1796	0.06939763201
1797	0.06936866972
1798	0.06935444257
1799	0.06933440673
1800	0.06931877476
1801	0.06929714143
1802	0.06927513459
1803	0.069259286
1804	0.06925285961
1805	0.06922929383
1806	0.06922308113
1807	0.06920075224
1808	0.06918309239
1809	0.06916254577
1810	0.06914318929
1811	0.06912303613
1812	0.06909569258
1813	0.0690787159
1814	0.06905082056
1815	0.06903307001
1816	0.06901017363
1817	0.06899134057
1818	0.06896465854
1819	0.06894044826
1820	0.06891813625
1821	0.06889637789
1822	0.0688763003
1823	0.06885202949
1824	0.068820698
1825	0.06880934583
1826	0.06879120389
1827	0.06877975222
1828	0.06875830694
1829	0.06874013802
1830	0.0687141839
1831	0.06869361562
1832	0.06867242903
1833	0.0686549875
1834	0.06862520523
1835	0.06860818251
1836	0.06859253826
1837	0.06856642227
1838	0.06854924635
1839	0.06852952451
1840	0.06851685412
1841	0.06849714145
1842	0.06847353946
1843	0.06844984425
1844	0.06842161833
1845	0.06840231345
1846	0.06837705948
1847	0.06835649474
1848	0.06833522024
1849	0.06831954527
1850	0.0682893827
1851	0.06827290928
1852	0.06824502205
1853	0.06822849501
1854	0.06820642297
1855	0.06817975576
1856	0.06815725168
1857	0.06814047997
1858	0.06811701476
1859	0.06809501979
1860	0.06807273295
1861	0.06805804913
1862	0.06803914804
1863	0.06802523568
1864	0.06800940557
1865	0.0679859885
1866	0.0679645975
1867	0.06794278427
1868	0.06792319088
1869	0.06790623813
1870	0.06788512594
1871	0.06786395264
1872	0.06784653861
1873	0.06782393454
1874	0.06780886124
1875	0.06779257091
1876	0.06776145346
1877	0.06774268742
1878	0.06772484324
1879	0.06771229559
1880	0.06768277279
1881	0.06766097102
1882	0.06763964903
1883	0.06761906864
1884	0.06760228478
1885	0.06758690852
1886	0.06756127563
1887	0.06754264475
1888	0.06752145255
1889	0.06749399398
1890	0.06746516582
1891	0.06745925839
1892	0.06743889687
1893	0.067417311
1894	0.06739284595
1895	0.06737275618
1896	0.06736111822
1897	0.0673413109
1898	0.06732037122
1899	0.06730981289
1900	0.06729009997
1901	0.06726819433
1902	0.06724967635
1903	0.06724136582
1904	0.0672125509
1905	0.06719680899
1906	0.06717995217
1907	0.06715824509
1908	0.06714476064
1909	0.06712502721
1910	0.06710833993
1911	0.06709502644
1912	0.06708725049
1913	0.06707463543
1914	0.06705110462
1915	0.06703408142
1916	0.06701104611
1917	0.06699887718
1918	0.06697830088
1919	0.06695897786
1920	0.06694523392
1921	0.06692507683
1922	0.06689996116
1923	0.06688728808
1924	0.0668625974
1925	0.06685222605
1926	0.06683180872
1927	0.06681632056
1928	0.06679920867
1929	0.06678001006
1930	0.06675343655
1931	0.06673044152
1932	0.0667178549
1933	0.06670476366
1934	0.0666802303
1935	0.06665410828
1936	0.06664386648
1937	0.06663670877
1938	0.06662318123
1939	0.06660200752
1940	0.06658407482
1941	0.066572007
1942	0.0665620027
1943	0.06653503523
1944	0.06651015643
1945	0.06648999792
1946	0.06647184872
1947	0.06644829892
1948	0.06643093695
1949	0.06640658225
1950	0.06639147667
1951	0.0663763119
1952	0.06634295974
1953	0.06633104064
1954	0.0663139585
1955	0.06630278949
1956	0.06628687435
1957	0.06626910482
1958	0.06625595138
1959	0.06623777109
1960	0.0662255259
1961	0.06619947626
1962	0.06618082474
1963	0.06615401349
1964	0.06614712706
1965	0.06613333774
1966	0.06611114436
1967	0.0660870219
1968	0.06606399026
1969	0.06604667302
1970	0.06602128073
1971	0.06600856485
1972	0.06599807027
1973	0.06598203152
1974	0.06596480069
1975	0.06594513916
1976	0.0659352025
1977	0.06592460794
1978	0.06591789385
1979	0.06591631178
1980	0.06589835361
1981	0.06588399333
1982	0.06587174459
1983	0.06585572874
1984	0.06584482356
1985	0.06583297811
1986	0.06580382825
1987	0.06577970891
1988	0.06576102678
1989	0.06574624985
1990	0.06572399487
1991	0.06570172814
1992	0.0656948541
1993	0.06568346347
1994	0.06566434186
1995	0.0656433285
1996	0.06562715421
1997	0.06561142581
1998	0.06560501524
1999	0.06558820537
2000	0.06556739633
2001	0.06554415713
2002	0.06551310978
2003	0.06549782784
2004	0.06548630726
2005	0.065474442
2006	0.06545770152
2007	0.06544634093
2008	0.06542677615
2009	0.0654091826
2010	0.06539382297
2011	0.06538381893
2012	0.06536561173
2013	0.0653478709
2014	0.06533865618
2015	0.06531446455
2016	0.06529039757
2017	0.06526815462
2018	0.06525325747
2019	0.06523550942
2020	0.06522392221
2021	0.06521692458
2022	0.06520031555
2023	0.06518768392
2024	0.06516199873
2025	0.06513805586
2026	0.0651124249
2027	0.06508866192
2028	0.06508154377
2029	0.06506691052
2030	0.0650594654
2031	0.06504400078
2032	0.06503800174
2033	0.06502512293
2034	0.06501422738
2035	0.06500572326
2036	0.06499514436
2037	0.06496748431
2038	0.0649492506
2039	0.06494142182
2040	0.06491897141
2041	0.06489990486
2042	0.06488547323
2043	0.06486371923
2044	0.06483995948
2045	0.06481836782
2046	0.06479970389
2047	0.06476860901
2048	0.06475641701
2049	0.06473591204
2050	0.06472180614
2051	0.06470652586
2052	0.0646866153
2053	0.06466775003
2054	0.06464148789
2055	0.06462384857
2056	0.06461013148
2057	0.06459399233
2058	0.06457634243
2059	0.06455212249
2060	0.06452696495
2061	0.06450237342
2062	0.06447373337
2063	0.06446445031
2064	0.06444519513
2065	0.06442027457
2066	0.06439420096
2067	0.06438597543
2068	0.06435663015
2069	0.06434217138
2070	0.06431676735
2071	0.06429424412
2072	0.06427372473
2073	0.06425236805
2074	0.06422851075
2075	0.06420024256
2076	0.06417892777
2077	0.06415611503
2078	0.06413174001
2079	0.06411845387
2080	0.06410042071
2081	0.06407935984
2082	0.06405677395
2083	0.06405035756
2084	0.0640410155
2085	0.06403097499
2086	0.06400953351
2087	0.06399163622
2088	0.06397707579
2089	0.06395643496
2090	0.06393483928
2091	0.06391780616
2092	0.06389428199
2093	0.06387176197
2094	0.06385290931
2095	0.06382994209
2096	0.06381380635
2097	0.06379224418
2098	0.06376803684
2099	0.06374701897
2100	0.06372681886
2101	0.06371128573
2102	0.06369220776
2103	0.06366277457
2104	0.06365816945
2105	0.06364219114
2106	0.06361890046
2107	0.0636129641
2108	0.06359286704
2109	0.0635685211
2110	0.06354347672
2111	0.06351837355
2112	0.0634993089
2113	0.06348566545
2114	0.06346209453
2115	0.06344631214
2116	0.06342716008
2117	0.06340963528
2118	0.06340178717
2119	0.06337771401
2120	0.06335631335
2121	0.06333769356
2122	0.06332161331
2123	0.06329789459
2124	0.06329013565
2125	0.06326676574
2126	0.06323821305
2127	0.0632250395
2128	0.06321806964
2129	0.06319559248
2130	0.06318431111
2131	0.06317461114
2132	0.06315094229
2133	0.06312930396
2134	0.06311220834
2135	0.06309083489
2136	0.06307169533
2137	0.0630477468
2138	0.06302446438
2139	0.0630103849
2140	0.06298727366
2141	0.06297734446
2142	0.06295912735
2143	0.06295259832
2144	0.0629311305
2145	0.06291182797
2146	0.06289160931
2147	0.0628883852
2148	0.06286845556
2149	0.06284331401
2150	0.06282992721
2151	0.06281250083
2152	0.06280094838
2153	0.06278518628
2154	0.06277078443
2155	0.06274182617
2156	0.06271906661
2157	0.06269901973
2158	0.0626803907
2159	0.06266063416
2160	0.06264321251
2161	0.06263019685
2162	0.0626173214
2163	0.06259275954
2164	0.06256905157
2165	0.06255644781
2166	0.06254508965
2167	0.06252052417
2168	0.0624987276
2169	0.06248349917
2170	0.06246219527
2171	0.06243710379
2172	0.0624197892
2173	0.06240537446
2174	0.0623946448
2175	0.06237652525
2176	0.06236831551
2177	0.06235089193
2178	0.06232651711
2179	0.06230336498
2180	0.06228776177
2181	0.06227146474
2182	0.06225123779
2183	0.06223737722
2184	0.06222516116
2185	0.06221031545
2186	0.06220149975
2187	0.06219007986
2188	0.06217608533
2189	0.06216315093
2190	0.06215194275
2191	0.06213493014
2192	0.06211697729
2193	0.06210646195
2194	0.06208450311
2195	0.06206371591
2196	0.06204182195
2197	0.06203154761
2198	0.06201141222
2199	0.0619981323
2200	0.06198756411
2201	0.06197034797
2202	0.06195304451
2203	0.06194377791
2204	0.06193567383
2205	0.06191618302
2206	0.06189571038
2207	0.06187701374
2208	0.06185913266
2209	0.06183794578
2210	0.06182127279
2211	0.06181173165
2212	0.06180645886
2213	0.06178683073
2214	0.06177044989
2215	0.06174840454
2216	0.06172706989
2217	0.06171245571
2218	0.06169523532
2219	0.06167756314
2220	0.0616721659
2221	0.06164756733
2222	0.06162980223
2223	0.06162248976
2224	0.0616135478
2225	0.06159184564
2226	0.06157878877
2227	0.06155644016
2228	0.06154080118
2229	0.06152925115
2230	0.06151262171
2231	0.06149214978
2232	0.0614706268
2233	0.06145915508
2234	0.06143660489
2235	0.06142549434
2236	0.06141692033
2237	0.06140850756
2238	0.0613882941
2239	0.06137369412
2240	0.0613568086
2241	0.06134348917
2242	0.06133199077
2243	0.06131144067
2244	0.06129175181
2245	0.06128229144
2246	0.06126858457
2247	0.061258456
2248	0.06124177571
2249	0.06122163612
2250	0.06121382244
2251	0.06120233506
2252	0.06118766362
2253	0.06117421762
2254	0.06115995941
2255	0.06114338919
2256	0.06112906641
2257	0.06111479443
2258	0.06110299837
2259	0.06108222545
2260	0.06106320711
2261	0.06103687505
2262	0.06101581705
2263	0.06098897127
2264	0.06097424357
2265	0.06096003708
2266	0.06095196082
2267	0.0609338848
2268	0.06090943898
2269	0.06090159589
2270	0.06087846377
2271	0.06087285392
2272	0.06086759342
2273	0.06084759067
2274	0.06083840399
2275	0.06082556608
2276	0.06080405246
2277	0.06078296574
2278	0.06077253314
2279	0.06076581373
2280	0.06075678258
2281	0.06075538037
2282	0.06073436368
2283	0.06071828529
2284	0.06070287409
2285	0.06069813167
2286	0.06068176884
2287	0.06066389263
2288	0.06065326443
2289	0.06062941198
2290	0.06060882426
2291	0.06059121306
2292	0.06058009686
2293	0.06055906644
2294	0.06053834737
2295	0.06052633289
2296	0.06050428536
2297	0.06048730121
2298	0.06047036282
2299	0.06046560243
2300	0.06044719682
2301	0.06043142204
2302	0.06041289386
2303	0.06040334885
2304	0.06039074587
2305	0.06037617084
2306	0.06036301121
2307	0.06035118209
2308	0.06034270575
2309	0.06032615622
2310	0.06031512302
2311	0.06030601588
2312	0.06029289452
2313	0.06027431953
2314	0.06026810847
2315	0.06025015892
2316	0.06024155088
2317	0.06022257883
2318	0.06020747052
2319	0.06018580553
2320	0.06016991081
2321	0.06015099414
2322	0.06014049566
2323	0.0601289082
2324	0.06011817213
2325	0.06010468255
2326	0.0600906799
2327	0.06007029836
2328	0.06005782241
2329	0.06005656332
2330	0.06005080729
2331	0.06002833939
2332	0.0600197303
2333	0.06000977064
2334	0.05999756667
2335	0.05998535588
2336	0.05997071423
2337	0.05995357805
2338	0.05993113837
2339	0.05991533973
2340	0.05990073389
2341	0.05988424867
2342	0.05987786169
2343	0.05986092785
2344	0.05984149798
2345	0.05982513737
2346	0.05981800474
2347	0.05980960296
2348	0.0597906073
2349	0.05977687277
2350	0.05976282835
2351	0.0597439625
2352	0.05972580588
2353	0.05970402558
2354	0.05968654468
2355	0.05967407737
2356	0.05965848698
2357	0.0596456118
2358	0.05962481874
2359	0.05961363757
2360	0.0596010289
2361	0.05958684373
2362	0.05956364406
2363	0.05955409508
2364	0.05953013568
2365	0.05951891744
2366	0.05949700859
2367	0.05948684306
2368	0.05948000835
2369	0.05945952374
2370	0.05943580743
2371	0.05942921535
2372	0.05940703064
2373	0.05938945208
2374	0.05936620684
2375	0.05934853459
2376	0.05932987495
2377	0.05931180078
2378	0.05929153844
2379	0.05927551464
2380	0.05924970953
2381	0.05922062556
2382	0.05921084725
2383	0.05919854905
2384	0.05917789874
2385	0.05915098866
2386	0.05913599891
2387	0.05910952857
2388	0.05908826353
2389	0.0590793594
2390	0.05907271217
2391	0.05905864548
2392	0.05904834588
2393	0.05903089627
2394	0.05902012455
2395	0.05900400198
2396	0.05899000601
2397	0.05898449023
2398	0.05895809345
2399	0.05893103005
2400	0.05891581744
2401	0.058893346
2402	0.05887967562
2403	0.0588592276
2404	0.05884542774
2405	0.05883201286
2406	0.05880899284
2407	0.05879210076
2408	0.05877638004
2409	0.05875971199
2410	0.05874765794
2411	0.05873560218
2412	0.0587297148
2413	0.05871024246
2414	0.05869376313
2415	0.05866691087
2416	0.05865097706
2417	0.05863286857
2418	0.05861825786
2419	0.05861355417
2420	0.05860140447
2421	0.05858866773
2422	0.05858192067
2423	0.0585731646
2424	0.05855787238
2425	0.05853785
2426	0.05852014268
2427	0.05850916325
2428	0.05849017817
2429	0.05847666824
2430	0.05845930513
2431	0.05844577304
2432	0.05842761418
2433	0.05842426655
2434	0.05840235733
2435	0.05839765709
2436	0.0583770156
2437	0.05835148895
2438	0.0583356356
2439	0.05833445207
2440	0.05831944646
2441	0.05830604419
2442	0.0583006745
2443	0.0582860668
2444	0.05826866576
2445	0.05824907556
2446	0.05823268413
2447	0.05822157391
2448	0.05821055768
2449	0.05820054621
2450	0.05818014233
2451	0.05816193103
2452	0.05814770349
2453	0.05813029307
2454	0.05810871486
2455	0.05808728431
2456	0.05807173441
2457	0.05804922094
2458	0.05803853999
2459	0.05801745662
2460	0.05800219907
2461	0.0579813285
2462	0.05796732533
2463	0.05795070023
2464	0.05793585659
2465	0.05793100731
2466	0.05791685893
2467	0.05790002739
2468	0.05788355827
2469	0.05787006359
2470	0.0578595379
2471	0.0578444282
2472	0.05783637794
2473	0.05782231623
2474	0.05780242303
2475	0.05778538786
2476	0.05777266803
2477	0.05775412304
2478	0.05774501405
2479	0.05774223231
2480	0.05772738581
2481	0.05771262438
2482	0.05769331286
2483	0.05768262596
2484	0.05766684404
2485	0.05764501127
2486	0.05762387122
2487	0.05760965408
2488	0.0575947135
2489	0.05757072808
2490	0.05755790446
2491	0.05754819835
2492	0.05753604144
2493	0.05752490175
2494	0.05749973997
2495	0.05748344488
2496	0.05747191171
2497	0.05746597307
2498	0.05744734531
2499	0.05744060633
2500	0.05742352112
2501	0.05741708279
2502	0.05739737027
2503	0.05738343406
2504	0.05737221074
2505	0.05736169353
2506	0.05734999011
2507	0.05734286172
2508	0.05732820303
2509	0.05731823229
2510	0.05730313965
2511	0.05728366781
2512	0.05726927101
2513	0.05725589802
2514	0.05724400404
2515	0.05722711066
2516	0.05721067068
2517	0.05719843462
2518	0.05718076972
2519	0.05715668022
2520	0.05714556273
2521	0.05713980223
2522	0.05713081186
2523	0.05712410699
2524	0.05710401605
2525	0.05710289147
2526	0.05709367238
2527	0.05708208799
2528	0.05707489764
2529	0.05706002292
2530	0.05705013591
2531	0.05703909424
2532	0.05701573512
2533	0.05701037093
2534	0.05699770786
2535	0.05697860217
2536	0.05695523676
2537	0.05693759348
2538	0.05691961878
2539	0.05690490173
2540	0.05689062859
2541	0.05687799532
2542	0.05686242279
2543	0.05685189984
2544	0.05683774982
2545	0.05682653078
2546	0.05680119032
2547	0.05678628512
2548	0.05677946428
2549	0.05675820185
2550	0.05674213492
2551	0.05673043051
2552	0.05671954761
2553	0.0567079167
2554	0.05669609852
2555	0.05668599707
2556	0.05666703621
2557	0.05665733213
2558	0.05663738714
2559	0.05661967651
2560	0.05660283739
2561	0.05659668535
2562	0.0565869901
2563	0.05657118801
2564	0.0565529599
2565	0.05654040239
2566	0.05652733201
2567	0.05651303816
2568	0.05648968679
2569	0.05646813789
2570	0.05644595875
2571	0.05643448131
2572	0.05641493192
2573	0.05640023984
2574	0.05639433386
2575	0.0563851463
2576	0.05637569808
2577	0.05636545191
2578	0.05635365076
2579	0.05633871828
2580	0.05632856246
2581	0.05631072777
2582	0.05630469488
2583	0.05629359157
2584	0.05628337746
2585	0.05626877697
2586	0.05624957259
2587	0.05624342575
2588	0.05623719517
2589	0.05622585969
2590	0.0562121974
2591	0.05620224285
2592	0.05619771076
2593	0.05618268892
2594	0.05615372046
2595	0.05614634444
2596	0.05613909225
2597	0.05612224156
2598	0.05610856373
2599	0.05609963475
2600	0.0560923475
2601	0.05608166175
2602	0.05607116761
2603	0.05606408337
2604	0.05604635803
2605	0.05603250838
2606	0.05601663775
2607	0.05600055554
2608	0.0559945378
2609	0.05597760358
2610	0.05596034307
2611	0.05595333759
2612	0.05594248429
2613	0.05592779664
2614	0.05591754488
2615	0.05591009312
2616	0.05590450251
2617	0.05588507968
2618	0.05588157713
2619	0.05586849084
2620	0.0558516753
2621	0.05583512268
2622	0.05581742985
2623	0.05579582326
2624	0.05578209943
2625	0.05576297081
2626	0.0557377794
2627	0.05571245065
2628	0.05569933536
2629	0.0556793909
2630	0.05566243183
2631	0.05565531749
2632	0.05564337743
2633	0.05562390524
2634	0.05560581609
2635	0.05558622968
2636	0.05556933307
2637	0.05555769072
2638	0.0555469303
2639	0.05553139769
2640	0.0555198092
2641	0.05551356233
2642	0.0554986209
2643	0.05548129979
2644	0.05546389624
2645	0.05546039499
2646	0.05544813767
2647	0.05542767058
2648	0.0554097161
2649	0.05538659979
2650	0.05537521044
2651	0.0553638622
2652	0.05534411607
2653	0.05532873464
2654	0.05531302475
2655	0.05530466564
2656	0.05529966595
2657	0.0552883248
2658	0.05528074312
2659	0.05525381836
2660	0.0552419223
2661	0.05523580269
2662	0.05522218208
2663	0.05520862976
2664	0.05519322619
2665	0.05517950267
2666	0.05515961096
2667	0.05515597027
2668	0.05513794029
2669	0.05513067318
2670	0.05512106635
2671	0.05511633438
2672	0.05511063337
2673	0.05509941552
2674	0.05508699596
2675	0.05507887435
2676	0.0550612455
2677	0.05503925318
2678	0.0550334178
2679	0.05502182397
2680	0.05501508154
2681	0.05500245774
2682	0.05499010503
2683	0.05498091336
2684	0.05497343531
2685	0.0549625196
2686	0.05496138432
2687	0.05495019967
2688	0.05493866914
2689	0.05493078593
2690	0.05490804885
2691	0.05490136796
2692	0.05488786721
2693	0.05487958789
2694	0.05486455167
2695	0.05485644163
2696	0.05484028511
2697	0.05481577156
2698	0.05480295897
2699	0.05479444703
2700	0.0547822832
2701	0.05477669873
2702	0.05475875795
2703	0.05474603192
2704	0.05473831364
2705	0.0547213917
2706	0.05471006309
2707	0.05469989226
2708	0.05468726629
2709	0.05467786209
2710	0.0546653141
2711	0.0546487344
2712	0.05463446213
2713	0.05462045387
2714	0.05460574321
2715	0.0545860792
2716	0.05456911267
2717	0.0545582965
2718	0.05454479801
2719	0.05453507221
2720	0.05452068197
2721	0.05451360254
2722	0.05450801458
2723	0.05449705102
2724	0.05447787152
2725	0.05447258268
2726	0.05445520907
2727	0.05443582542
2728	0.05442783582
2729	0.05442238882
2730	0.05440222949
2731	0.0543896318
2732	0.05437587522
2733	0.05435964624
2734	0.05434941873
2735	0.05433118512
2736	0.05431770624
2737	0.05431046998
2738	0.05429471708
2739	0.05428113822
2740	0.0542732579
2741	0.05426529573
2742	0.05425922969
2743	0.05424972921
2744	0.05424798921
2745	0.054239193
2746	0.05423255715
2747	0.05422151821
2748	0.05420748034
2749	0.05419227666
2750	0.05417965281
2751	0.05416696148
2752	0.05415477276
2753	0.05413290019
2754	0.05411617359
2755	0.05409852906
2756	0.05407590975
2757	0.05406210145
2758	0.05405689185
2759	0.05404757261
2760	0.05403220626
2761	0.05401964401
2762	0.05401350707
2763	0.05399990885
2764	0.05399338209
2765	0.0539760461
2766	0.05397034635
2767	0.05394892167
2768	0.05393776206
2769	0.0539266012
2770	0.05391137292
2771	0.05389762749
2772	0.05387710702
2773	0.05386797304
2774	0.05385544379
2775	0.05384366303
2776	0.05383202987
2777	0.05381631929
2778	0.05380240315
2779	0.05378582845
2780	0.0537684488
2781	0.05375382417
2782	0.05374348446
2783	0.05373595528
2784	0.0537253532
2785	0.05370982302
2786	0.05370026405
2787	0.05369464728
2788	0.05367437909
2789	0.05366307702
2790	0.05365083889
2791	0.05364328051
2792	0.05362432908
2793	0.0536131613
2794	0.05359890045
2795	0.05359332596
2796	0.05358635959
2797	0.0535679263
2798	0.05355593106
2799	0.05353808578
2800	0.05353178376
2801	0.05351234131
2802	0.0535003288
2803	0.05348018545
2804	0.05346409112
2805	0.05344232468
2806	0.05342644864
2807	0.05341410725
2808	0.05340858843
2809	0.05339417461
2810	0.05337490247
2811	0.05335057824
2812	0.05333441633
2813	0.05332484785
2814	0.05332109291
2815	0.05331313276
2816	0.05329560237
2817	0.05327586009
2818	0.05327009872
2819	0.05326114157
2820	0.05324411324
2821	0.05322197669
2822	0.05320299404
2823	0.05318999482
2824	0.05317831189
2825	0.05316413688
2826	0.0531632375
2827	0.05315594325
2828	0.0531329007
2829	0.0531199334
2830	0.05311880954
2831	0.0531153741
2832	0.05309985182
2833	0.05308460558
2834	0.05308039015
2835	0.05307147182
2836	0.05306376651
2837	0.05304986301
2838	0.05304263996
2839	0.0530359561
2840	0.05301087247
2841	0.05300568732
2842	0.05298656412
2843	0.05297601645
2844	0.05297496335
2845	0.05296294082
2846	0.05295657468
2847	0.05294565666
2848	0.05293639314
2849	0.0529351706
2850	0.05292203285
2851	0.05291828208
2852	0.05291363235
2853	0.0529019306
2854	0.05289002433
2855	0.05288287481
2856	0.0528745572
2857	0.05285789675
2858	0.05284050912
2859	0.05282276132
2860	0.05280904886
2861	0.05279254439
2862	0.05278297436
2863	0.05277608759
2864	0.05277244414
2865	0.05276824314
2866	0.05275902997
2867	0.05274406181
2868	0.05273088494
2869	0.05272555113
2870	0.05270924593
2871	0.05269379559
2872	0.05268113022
2873	0.05266859784
2874	0.0526495299
2875	0.05264000311
2876	0.05263344723
2877	0.05262297266
2878	0.05261873817
2879	0.05260726012
2880	0.05259904395
2881	0.05258694107
2882	0.05258328579
2883	0.05257331487
2884	0.05257050543
2885	0.05256240545
2886	0.05255678815
2887	0.05254448776
2888	0.05252535185
2889	0.05251923776
2890	0.05251023529
2891	0.05250130221
2892	0.05249431838
2893	0.05248490033
2894	0.05247553866
2895	0.05246295602
2896	0.05245952939
2897	0.05244708921
2898	0.05244058947
2899	0.05243029276
2900	0.05241271842
2901	0.0524077097
2902	0.05239065161
2903	0.05238029112
