iter	RMSE
414	0.1131953651
415	0.1131168143
416	0.1130110809
417	0.1129342471
418	0.1128532606
419	0.1127745499
420	0.1126980729
421	0.1126034535
422	0.1125285381
423	0.1124589155
424	0.1123576975
425	0.1122755565
426	0.1122000599
427	0.1121070586
428	0.1120277227
429	0.1119431318
430	0.1118668526
431	0.1117877412
432	0.1117073628
433	0.1116150497
434	0.1115335517
435	0.1114610756
436	0.111399896
437	0.1112873291
438	0.1111885135
439	0.1110993706
440	0.1110139818
441	0.1109355049
442	0.1108527513
443	0.1107876476
444	0.1107081241
445	0.1106489674
446	0.1105873579
447	0.1105181667
448	0.1104359578
449	0.11036748
450	0.1102945382
451	0.1101943043
452	0.1101448111
453	0.1100795486
454	0.1100234544
455	0.1099530393
456	0.109885944
457	0.109823902
458	0.1097510512
459	0.1097058709
460	0.1096181725
461	0.1095371773
462	0.1094729777
463	0.1094098538
464	0.1093489084
465	0.1092698073
466	0.109198494
467	0.1091108843
468	0.1090216385
469	0.1089742587
470	0.1089018017
471	0.1088599565
472	0.1088158158
473	0.1087616224
474	0.1087176697
475	0.1086424045
476	0.1085916623
477	0.10851905
478	0.1084526771
479	0.1083759899
480	0.1082987484
481	0.10823305
482	0.1081545198
483	0.1081107463
484	0.1080318453
485	0.1079517839
486	0.1078922067
487	0.1078149888
488	0.1077555431
489	0.1076721705
490	0.1076059637
491	0.1075638487
492	0.1074841808
493	0.1074198194
494	0.1073495633
495	0.1072645514
496	0.1071990397
497	0.1071388614
498	0.1070763702
499	0.1070104887
500	0.1069657309
501	0.1068982734
502	0.106835144
503	0.1067792033
504	0.1067288906
505	0.1066601417
506	0.1065907816
507	0.106525865
508	0.1064728899
509	0.1064278169
510	0.1063765768
511	0.106310959
512	0.1062468944
513	0.1061962272
514	0.1061361912
515	0.106078126
516	0.1060147449
517	0.1059516835
518	0.1058824035
519	0.1058391406
520	0.1057599577
521	0.1056945059
522	0.1056272332
523	0.1055692394
524	0.1055017261
525	0.1054459006
526	0.1053889668
527	0.1053359499
528	0.1052700055
529	0.1052130906
530	0.1051599299
531	0.1051172362
532	0.1050593846
533	0.1050069519
534	0.1049573985
535	0.1049163751
536	0.1048630555
537	0.1048031878
538	0.104745726
539	0.1046889048
540	0.1046387045
541	0.1045974738
542	0.1045500963
543	0.1044802476
544	0.1044351604
545	0.1043878365
546	0.1043472439
547	0.1043149119
548	0.1042570391
549	0.1042033695
550	0.1041520912
551	0.104097472
552	0.1040642914
553	0.1040052062
554	0.1039867125
555	0.1039156791
556	0.1038699841
557	0.1038113668
558	0.103773399
559	0.1037259122
560	0.1036661162
561	0.1036295504
562	0.1035791306
563	0.103546144
564	0.1034820157
565	0.1034418844
566	0.1034054291
567	0.1033521702
568	0.1032929943
569	0.1032258912
570	0.1031712719
571	0.1031282883
572	0.1030616881
573	0.1030103514
574	0.1029581629
575	0.1028910419
576	0.1028464981
577	0.1028064325
578	0.102757463
579	0.1027099535
580	0.1026702079
581	0.1026209847
582	0.1025831917
583	0.1025431076
584	0.1024894222
585	0.1024487639
586	0.1023859673
587	0.1023277227
588	0.1022884187
589	0.1022520361
590	0.1022278414
591	0.1021762861
592	0.1021181781
593	0.1020764649
594	0.1020230444
595	0.1019678844
596	0.1018909728
597	0.1018404762
598	0.101796331
599	0.1017525462
600	0.1017080918
601	0.1016694618
602	0.1016174822
603	0.1015814235
604	0.1015251708
605	0.1014745015
606	0.1014227068
607	0.1013815655
608	0.1013376404
609	0.1012904856
610	0.1012457667
611	0.1011864295
612	0.1011424051
613	0.1010951555
614	0.1010532475
615	0.1010024596
616	0.1009488754
617	0.1009029359
618	0.1008567028
619	0.1008352254
620	0.1008107504
621	0.1007725364
622	0.1007393443
623	0.1006930986
624	0.1006445197
625	0.1005945328
626	0.1005493364
627	0.1005107805
628	0.1004653722
629	0.1004233528
630	0.1003909711
631	0.1003503246
632	0.1002869872
633	0.1002406592
634	0.1001939858
635	0.1001656652
636	0.1001281113
637	0.1000944464
638	0.1000564097
639	0.1000231534
640	0.09996200171
641	0.09991624649
642	0.09987732489
643	0.09983143774
644	0.09979576494
645	0.09973352276
646	0.09970966184
647	0.09967810592
648	0.09963905672
649	0.09959763342
650	0.09955294313
651	0.0995044893
652	0.09946438034
653	0.09942982877
654	0.09939116609
655	0.09933875649
656	0.09931094325
657	0.0992709822
658	0.09923662528
659	0.09920052515
660	0.09915704721
661	0.09909577815
662	0.09904580355
663	0.09901011465
664	0.09895973005
665	0.09891155807
666	0.09887503073
667	0.09882810343
668	0.09879430715
669	0.09876751598
670	0.098714262
671	0.09867384218
672	0.09863512503
673	0.09858953745
674	0.098553617
675	0.09852175956
676	0.09849671441
677	0.09846312594
678	0.09842624746
679	0.09837881135
680	0.09831855217
681	0.0982701595
682	0.09824005392
683	0.09820523763
684	0.09816736244
685	0.09813039634
686	0.09809446426
687	0.09803862641
688	0.09800612187
689	0.0979657893
690	0.0979345828
691	0.09789965055
692	0.09785883806
693	0.09782279857
694	0.09779985612
695	0.09775682491
696	0.09771108973
697	0.09766258181
698	0.09762911338
699	0.09759156955
700	0.0975482533
701	0.09751090733
702	0.09747011364
703	0.09742408045
704	0.09739340949
705	0.09736185603
706	0.09733949152
707	0.09729782271
708	0.09725779156
709	0.09721178679
710	0.09716575406
711	0.09713045725
712	0.09710893617
713	0.09707468549
714	0.09703217831
715	0.09700964359
716	0.09697235284
717	0.09693627252
718	0.09690620147
719	0.09686462382
720	0.09685246771
721	0.0968218215
722	0.09680744853
723	0.09676910435
724	0.09672424178
725	0.09670046116
726	0.09666853236
727	0.09666299092
728	0.09661687142
729	0.09658120097
730	0.09654818093
731	0.09651852225
732	0.09648368534
733	0.09643692774
734	0.09640244735
735	0.0963506502
736	0.09632254686
737	0.09628455119
738	0.09624392399
739	0.09623104036
740	0.09619109418
741	0.09615549452
742	0.09610930725
743	0.09605956156
744	0.0960196481
745	0.09598198391
746	0.0959486713
747	0.09592354672
748	0.0958838735
749	0.09584412593
750	0.09580188038
751	0.09575890618
752	0.09572896286
753	0.09569337977
754	0.09565123455
755	0.09561519088
756	0.09559699164
757	0.09557624659
758	0.09552955261
759	0.09548657506
760	0.0954427691
761	0.09542558101
762	0.09539299366
763	0.09538740018
764	0.09534292615
765	0.09531878494
766	0.0952831125
767	0.09524621483
768	0.09521209149
769	0.095176652
770	0.09514474435
771	0.09511273145
772	0.09507232347
773	0.09502144429
774	0.09499366754
775	0.09496852813
776	0.0949346286
777	0.09488420067
778	0.09486173313
779	0.09482328552
780	0.09477674916
781	0.09474038068
782	0.09471164233
783	0.09466356905
784	0.09463852054
785	0.0946277158
786	0.09459214493
787	0.09454766895
788	0.09450646331
789	0.09447645824
790	0.09443800817
791	0.09439308506
792	0.09437392926
793	0.09434439984
794	0.09430119008
795	0.09427971256
796	0.09423267349
797	0.09419140312
798	0.09415042538
799	0.09410418994
800	0.09407123699
801	0.09404000324
802	0.09398109857
803	0.0939494374
804	0.09392612983
805	0.0938927793
806	0.09386415094
807	0.0938319587
808	0.09378650794
809	0.09376383567
810	0.09372821698
811	0.09371895436
812	0.09367393445
813	0.09365293004
814	0.09362446689
815	0.09359785373
816	0.09356647802
817	0.09351729712
818	0.09349102902
819	0.09345165965
820	0.09341245867
821	0.09338909235
822	0.0933710282
823	0.09334618337
824	0.09330867821
825	0.09327626991
826	0.09324345336
827	0.09320597432
828	0.09318599841
829	0.09314222371
830	0.09310209393
831	0.09306504869
832	0.09302757853
833	0.09300331577
834	0.09297685107
835	0.09294148753
836	0.09293325247
837	0.0928993817
838	0.09286310039
839	0.09282940901
840	0.09279009186
841	0.09275195701
842	0.09271549727
843	0.09268004544
844	0.09264513993
845	0.09262052832
846	0.09261393898
847	0.09256564779
848	0.09253427582
849	0.09249876715
850	0.09246400762
851	0.09243718667
852	0.09239513348
853	0.09235889541
854	0.09232157463
855	0.09230280568
856	0.09228267695
857	0.09227531257
858	0.0922402572
859	0.09219338777
860	0.09216530517
861	0.09212882884
862	0.09209966024
863	0.09205808132
864	0.09201788889
865	0.09196652777
866	0.09196079786
867	0.09193411032
868	0.09189994779
869	0.09186861171
870	0.0918206358
871	0.09178394038
872	0.09173094211
873	0.09168416754
874	0.09164804862
875	0.09162275852
876	0.09158534024
877	0.09154721866
878	0.09150875401
879	0.09147853224
880	0.09145855669
881	0.09142211087
882	0.091402289
883	0.09136342581
884	0.09132288801
885	0.09129193685
886	0.09128575904
887	0.0912546662
888	0.09121594759
889	0.09117103784
890	0.09116448806
891	0.09115594209
892	0.09113101366
893	0.09110456637
894	0.09108163265
895	0.09104920977
896	0.09101734197
897	0.0910038818
898	0.09096960789
899	0.09093577823
900	0.09092980277
901	0.09090156278
902	0.09085761868
903	0.09081193864
904	0.09076288759
905	0.09075539114
906	0.09072546343
907	0.09069009055
908	0.09066226136
909	0.09065333623
910	0.09061343857
911	0.0905852247
912	0.09056501791
913	0.0905230643
914	0.09047347657
915	0.09045075668
916	0.09044381453
917	0.09038191238
918	0.09035987457
919	0.09035528925
920	0.0903378702
921	0.09030372321
922	0.0902551186
923	0.0902100491
924	0.09019290187
925	0.09014836202
926	0.09013012299
927	0.09011158512
928	0.09008513887
929	0.09004822552
930	0.09000290167
931	0.0899678151
932	0.08993070528
933	0.08989449208
934	0.08985768144
935	0.08983582377
936	0.08979278337
937	0.08975811066
938	0.08973951184
939	0.08970067177
940	0.0896832004
941	0.08965525774
942	0.08963322991
943	0.08960122852
944	0.08956407575
945	0.08953792579
946	0.08951745647
947	0.08947669596
948	0.08945054322
949	0.08940924151
950	0.08938649699
951	0.08937938175
952	0.08934258297
953	0.08933530973
954	0.08931373046
955	0.08927858104
956	0.08924681451
957	0.08923632284
958	0.08922011003
959	0.08917714987
960	0.08913327351
961	0.0891266398
962	0.08909106353
963	0.08907338922
964	0.0890427624
965	0.08902196339
966	0.08901574101
967	0.08900456209
968	0.08894833028
969	0.08892259506
970	0.08889876189
971	0.08885437415
972	0.08879747665
973	0.08875945783
974	0.08872892518
975	0.08870263717
976	0.08866253828
977	0.08863400357
978	0.08861043203
979	0.08860381979
980	0.0885657138
981	0.08854818143
982	0.08851080943
983	0.08847073089
984	0.08842613066
985	0.08840212058
986	0.08835971005
987	0.0883439295
988	0.08830363686
989	0.08827973878
990	0.08825203775
991	0.08824593456
992	0.08824085991
993	0.08820626784
994	0.08818296048
995	0.08814972702
996	0.0881219382
997	0.08809565435
998	0.08808939603
999	0.08803743174
1000	0.0879963462
1001	0.08796459338
1002	0.08793686801
1003	0.08790334556
1004	0.08789788273
1005	0.08787459896
1006	0.08783872415
1007	0.08779385791
1008	0.08775531597
1009	0.08771451791
1010	0.08767416465
1011	0.08762636571
1012	0.08759519516
1013	0.08756042057
1014	0.08753875514
1015	0.08752498167
1016	0.08750292837
1017	0.08748199998
1018	0.08744093521
1019	0.08740185787
1020	0.08736318452
1021	0.08732059961
1022	0.08728675495
1023	0.08724821165
1024	0.08722108099
1025	0.08719950853
1026	0.08718223005
1027	0.08717675314
1028	0.08716052314
1029	0.08715535743
1030	0.087116031
1031	0.08708950058
1032	0.08708395969
1033	0.08707634967
1034	0.08706004087
1035	0.08705495971
1036	0.08704971455
1037	0.08701753287
1038	0.08700254864
1039	0.08695832171
1040	0.0869531677
1041	0.0869155365
1042	0.08689571168
1043	0.08687974853
1044	0.08686243401
1045	0.08683693678
1046	0.08681601285
1047	0.08677520298
1048	0.08675910561
1049	0.08672679835
1050	0.08670355085
1051	0.08667982068
1052	0.08666403048
1053	0.08665843944
1054	0.08662748208
1055	0.08660387529
1056	0.0865750941
1057	0.08655791776
1058	0.08653752576
1059	0.08652301073
1060	0.08648921665
1061	0.08644030153
1062	0.08640978744
1063	0.08637442813
1064	0.08636892958
1065	0.0863423641
1066	0.08630808793
1067	0.08628184107
1068	0.08626115202
1069	0.08622516497
1070	0.08619251453
1071	0.08617269326
1072	0.08613442336
1073	0.08611981964
1074	0.08610340902
1075	0.0860983075
1076	0.08607889349
1077	0.08603255543
1078	0.08600788177
1079	0.08597900984
1080	0.08594583878
1081	0.08591708065
1082	0.08589535788
1083	0.08585485335
1084	0.08583475263
1085	0.08581341442
1086	0.08577628611
1087	0.08573864024
1088	0.08570736256
1089	0.085672879
1090	0.08564144265
1091	0.08561084928
1092	0.08557391526
1093	0.0855692746
1094	0.08554521683
1095	0.08552854531
1096	0.08552380207
1097	0.0855099288
1098	0.08547804939
1099	0.08544340447
1100	0.08540622806
1101	0.08538770867
1102	0.0853741556
1103	0.08534787246
1104	0.08532497594
1105	0.08530557761
1106	0.08530020586
1107	0.08528928749
1108	0.08524852042
1109	0.08522390207
1110	0.08520731207
1111	0.08517258226
1112	0.08516767142
1113	0.08512943743
1114	0.08510609606
1115	0.08510122529
1116	0.08508363509
1117	0.08504551038
1118	0.08503020219
1119	0.08499285156
1120	0.08496675665
1121	0.08494808524
1122	0.08492854035
1123	0.08491091063
1124	0.08489007145
1125	0.08487263065
1126	0.08484782801
1127	0.0848205106
1128	0.08480443068
1129	0.08476135949
1130	0.08474838547
1131	0.08473087584
1132	0.08472643806
1133	0.08469243254
1134	0.08467244525
1135	0.0846497853
1136	0.08462956329
1137	0.08459648715
1138	0.08459278065
1139	0.08456262016
1140	0.08452593639
1141	0.08452129759
1142	0.0844958669
1143	0.08445766677
1144	0.08441597371
1145	0.08439459934
1146	0.08436622731
1147	0.08433997563
1148	0.08431097054
1149	0.08428398922
1150	0.08426828104
1151	0.08424437359
1152	0.08421651124
1153	0.08418197299
1154	0.08415390175
1155	0.08414021565
1156	0.08412760325
1157	0.08409582492
1158	0.08405347205
1159	0.08403630463
1160	0.08401567059
1161	0.08399593952
1162	0.0839605482
1163	0.08394215365
1164	0.0839086821
1165	0.08386844998
1166	0.08383833533
1167	0.08382389138
1168	0.08380216523
1169	0.08376570272
1170	0.0837380459
1171	0.08370897913
1172	0.08369497224
1173	0.08369083807
1174	0.08366144367
1175	0.08365796827
1176	0.08363262078
1177	0.08360688559
1178	0.08358291884
1179	0.08356523447
1180	0.08353458417
1181	0.08349336285
1182	0.0834509452
1183	0.08343341742
1184	0.08341549755
1185	0.08340256732
1186	0.08336783512
1187	0.08333135937
1188	0.08330344483
1189	0.08328547856
1190	0.08327013232
1191	0.08323485525
1192	0.08321840675
1193	0.08318894949
1194	0.08315538298
1195	0.08311982849
1196	0.08310336648
1197	0.08306202039
1198	0.0830262123
1199	0.08299613873
1200	0.08296166323
1201	0.08293420381
1202	0.08291974547
1203	0.08289545086
1204	0.08285494072
1205	0.08285065886
1206	0.08283500473
1207	0.08279975502
1208	0.08276671807
1209	0.08273710408
1210	0.08270925607
1211	0.08267650888
1212	0.08264605266
1213	0.08262098071
1214	0.08259870944
1215	0.08257702109
1216	0.08254790524
1217	0.08251736228
1218	0.08249231748
1219	0.08247800321
1220	0.08246461669
1221	0.08243314623
1222	0.08239730857
1223	0.08237097541
1224	0.0823487363
1225	0.08232465572
1226	0.08230748036
1227	0.0822902648
1228	0.08226290658
1229	0.08223863761
1230	0.08220830658
1231	0.08219168693
1232	0.08216225034
1233	0.08215885187
1234	0.08212089454
1235	0.08208631103
1236	0.08205212621
1237	0.08202387384
1238	0.08200823596
1239	0.08197827988
1240	0.08193869828
1241	0.08190507846
1242	0.08187330227
1243	0.08183783026
1244	0.0818140064
1245	0.0817818284
1246	0.08176988235
1247	0.0817314299
1248	0.08171503825
1249	0.08168384069
1250	0.08164425678
1251	0.08161265758
1252	0.08159568691
1253	0.08155285922
1254	0.08152081937
1255	0.0814866958
1256	0.08146712295
1257	0.08144347221
1258	0.0814126541
1259	0.08138595887
1260	0.08135232805
1261	0.08132579019
1262	0.08131413562
1263	0.08128606866
1264	0.0812589707
1265	0.08122030564
1266	0.08119579476
1267	0.08116858071
1268	0.08116456258
1269	0.08114146009
1270	0.08111958438
1271	0.08109372921
1272	0.08107191551
1273	0.081050992
1274	0.08102574053
1275	0.08099561308
1276	0.08097674442
1277	0.08094471008
1278	0.08090849352
1279	0.08089636855
1280	0.08086338561
1281	0.08083703426
1282	0.0808065006
1283	0.08077946816
1284	0.08074802549
1285	0.08072271859
1286	0.080688183
1287	0.08065894691
1288	0.08064344041
1289	0.08062701354
1290	0.08059912985
1291	0.08058769884
1292	0.08056275048
1293	0.08055340727
1294	0.08055029378
1295	0.08052062817
1296	0.0804966472
1297	0.08046327188
1298	0.08046019377
1299	0.08043344549
1300	0.08042227455
1301	0.08039626308
1302	0.08037003294
1303	0.08033584353
1304	0.08029974145
1305	0.08027607025
1306	0.08025138563
1307	0.08022077266
1308	0.08019466318
1309	0.08018104306
1310	0.08015684364
1311	0.08013634681
1312	0.08011674016
1313	0.0801037723
1314	0.08009160541
1315	0.08005500765
1316	0.08002310814
1317	0.07998993927
1318	0.07996348077
1319	0.07994087726
1320	0.07990838516
1321	0.07989390199
1322	0.07987324025
1323	0.07984300822
1324	0.07982153832
1325	0.07979063645
1326	0.07976946474
1327	0.07973778043
1328	0.07970553464
1329	0.0796823736
1330	0.07965236961
1331	0.07962095464
1332	0.07959995629
1333	0.07957098605
1334	0.07953193446
1335	0.07949993907
1336	0.07947838213
1337	0.07945293665
1338	0.07942846996
1339	0.07939863081
1340	0.07937191595
1341	0.07935220954
1342	0.07933391689
1343	0.07932271636
1344	0.079308823
1345	0.07928533593
1346	0.07925421134
1347	0.07921633406
1348	0.07918619165
1349	0.07916170184
1350	0.07912688567
1351	0.07910217393
1352	0.07907709072
1353	0.0790425911
1354	0.07901070858
1355	0.07897969873
1356	0.07896594245
1357	0.07895232529
1358	0.07892057225
1359	0.07890602871
1360	0.07888110123
1361	0.07884467866
1362	0.07883079543
1363	0.0788134525
1364	0.07880276919
1365	0.07879176308
1366	0.07876566532
1367	0.07875164358
1368	0.07874141611
1369	0.07873058631
1370	0.07871523629
1371	0.07868573903
1372	0.07865918753
1373	0.07862925802
1374	0.07860512273
1375	0.078574533
1376	0.07854550184
1377	0.07853352445
1378	0.07850041632
1379	0.07848719462
1380	0.07845816375
1381	0.07843405178
1382	0.07840342041
1383	0.07838613701
1384	0.07836513784
1385	0.07835040326
1386	0.07833086674
1387	0.07831040406
1388	0.07828779822
1389	0.07825845812
1390	0.07822840986
1391	0.07820942272
1392	0.07817837548
1393	0.07814769407
1394	0.07813244108
1395	0.07810449109
1396	0.07807832518
1397	0.07805474885
1398	0.07803436727
1399	0.07800659791
1400	0.07797308601
1401	0.07794926411
1402	0.0779221705
1403	0.07790499959
1404	0.07787066338
1405	0.0778376629
1406	0.0778195049
1407	0.07779961145
1408	0.07778454787
1409	0.0777621143
1410	0.07774279802
1411	0.07773294362
1412	0.07772026974
1413	0.07769121949
1414	0.07767288075
1415	0.07765327876
1416	0.07763772488
1417	0.07761713338
1418	0.07760263687
1419	0.07757214325
1420	0.07755410492
1421	0.07753708127
1422	0.07752011813
1423	0.07749398324
1424	0.07747185147
1425	0.07743884287
1426	0.07740511001
1427	0.07739406262
1428	0.07736409718
1429	0.07734139011
1430	0.07731711562
1431	0.07730507293
1432	0.07728300434
1433	0.07725448011
1434	0.07723471626
1435	0.07722268464
1436	0.07720486286
1437	0.07718563817
1438	0.07715492947
1439	0.07713172316
1440	0.07710719767
1441	0.07708499352
1442	0.07706316827
1443	0.0770559951
1444	0.07703010149
1445	0.07700957581
1446	0.0769813214
1447	0.07696437576
1448	0.07694126001
1449	0.07691706035
1450	0.07689789827
1451	0.07687004826
1452	0.07685242712
1453	0.07681982698
1454	0.07680012241
1455	0.07677295582
1456	0.07674545832
1457	0.07671832418
1458	0.07668330809
1459	0.07668072582
1460	0.07665242636
1461	0.07664845554
1462	0.07662097878
1463	0.07659967461
1464	0.07658386389
1465	0.0765533861
1466	0.07653033667
1467	0.07651354642
1468	0.07649551811
1469	0.07646770453
1470	0.07644624931
1471	0.07641900154
1472	0.07639665027
1473	0.07637627643
1474	0.07634001262
1475	0.07630196364
1476	0.07626674528
1477	0.07624381214
1478	0.07621624777
1479	0.07619264893
1480	0.0761746995
1481	0.07615254038
1482	0.07612264954
1483	0.07611085396
1484	0.07608410343
1485	0.07606786537
1486	0.07605723161
1487	0.07602375811
1488	0.07600101642
1489	0.07598229745
1490	0.07595521353
1491	0.07592999179
1492	0.07591191304
1493	0.07587922397
1494	0.07586017829
1495	0.07583927735
1496	0.0758149502
1497	0.07577328388
1498	0.07574787668
1499	0.07572677308
1500	0.07570189964
1501	0.07568002911
1502	0.07564880806
1503	0.07561867099
